# This is a collection of misspellings and the intended word gathered from
# a variety of sources.

# From FAWTHROP1DAT.643
abbatoir|abattoir
abhorence|abhorrence
absense|absence
absorbant|absorbent
absorbtion|absorption
acceed|accede
acellerate|accelerate
accesible|accessible
accidently|accidentally
accomodate|accommodate
accomodation|accommodation
accomodations|accommodations
accompanimen|accompaniment
accompaning|accompanying
acomplice|accomplice
accrude|accrued
acrued|accrued
acumulated|accumulated
acustom|accustom
acheivement|achievement
acknowledgement|acknowledgment
acquantance|acquaintance
aquiese|acquiesce
acquiesence|acquiescence
aquire|acquire
actualy|actually
adaptibility|adaptability
additon|addition
adress|address
adaquately|adequately
ajacent|adjacent
adjorned|adjourned
adminstration|administration
admissable|admissible
admiting|admitting
advantagous|advantageous
advise|advice
afidavit|affidavit
agravated|aggravated
agast|aghast
agreable|agreeable
alloted|allotted
allso|also
alumni|alumnae
alumnae|alumni
amatuer|amateur
aimeable|amiable
aimiable|amiable
amonia|ammonia
analagous|analogous
anaylsis|analysis
analize|analyze
angell|angel
aniversary|anniversary
anniversery|anniversary
anouncement|announcement
annoiance|annoyance
anoyance|annoyance
anwser|answer
antartic|antarctic
anye|any
anythin|anything
appolo|apollo
appology|apology
aparent|apparent
appearence|appearance
appearin|appearing
appitite|appetite
appatites|appetites
appropiate|appropriate
apropriate|appropriate
apropriation|appropriation
approxomate|approximate
aproximate|approximate
approximatly|approximately
aproximately|approximately
archeological|archaeological
acertain|ascertain
assertain|ascertain
assinine|asinine
askin|asking
asleeep|asleep
assasinate|assassinate
assesment|assessment
assidious|assiduous
assistence|assistance
attornies|attorneys
authorative|authoritative
auxillary|auxiliary
avaliable|available
aukward|awkward
batchelor|bachelor
baloon|balloon
bananna|banana
bankrupcy|bankruptcy
baragining|bargaining
batallion|battalion
beame|beam
beefore|before
begining|beginning
beleive|believe
beligerant|belligerent
beneficient|beneficent
benificial|beneficial
bich|bitch
brakke|brake
bretheren|brethren
brieff|brief
britian|britain
britania|britannia
broun|brown
bungalo|bungalow
bouyancy|buoyancy
bouyant|buoyant
burried|buried
bushell|bushel
businesss|business
busness|business
buyin|buying
cancelation|cancellation
callin|calling
cantaloube|cantaloupe
carribean|caribbean
catologues|catalogues
catagorey|category
cemetary|cemetery
chauffuer|chauffeur
chemestry|chemistry
chimnies|chimneys
cincinatti|cincinnati
cleva|clever
coalesed|coalesced
coherant|coherent
colosium|coliseum
calateral|collateral
collosal|colossal
collosus|colossus
commaunded|commanded
commision|commission
committment|commitment
commitee|committee
comunicate|communicate
comparitive|comparative
comparitively|comparatively
conpendium|compendium
competant|competent
compitent|competent
consede|concede
concieve|conceive
concieved|conceived
condicions|conditions
confectionary|confectionery
confermation|confirmation
confusin|confusing
connoiseurs|connoisseurs
concience|conscience
conscientous|conscientious
concensus|consensus
consderin|considering
consistant|consistent
conpired|conspired
comsumer|consumer
contempible|contemptible
continious|continuous
continous|continuous
controlable|controllable
controvercy|controversy
controversey|controversy
conviently|conveniently
cooly|coolly
corderoy|corduroy
correspondance|correspondence
corrigated|corrugated
coud|could
countin|counting
countriman|countryman
craftman|craftsman
curiousity|curiosity
curicculum|curriculum
customery|customary
synical|cynical
darlin|darling
dicidely|decidedly
deam|deem
definately|definitely
definatly|definitely
deliguent|delinquent
delinquint|delinquent
dilirious|delirious
delvin|delving
denyin|denying
dependent|dependant
depeciation|depreciation
descendent|descendant
discription|description
dispair|despair
duece|deuce
devellope|develop
developement|development
dictionery|dictionary
dignatary|dignitary
dilapadated|dilapidated
diminsh|diminish
dinning|dining
diptheria|diphtheria
dessapoint|disappoint
disapoint|disappoint
dissapoint|disappoint
dissappoint|disappoint
dissappointment|disappointment
disasterous|disastrous
discpline|discipline
discreet|discrete
dispell|dispel
disippate|dissipate
devine|divine
docter|doctor
docters|doctors
dormatory|dormitory
doubte|doubt
drasticly|drastically
drawin|drawing
dreamin|dreaming
drewe|drew
droped|dropped
drunkeness|drunkenness
dutchess|duchess
duely|duly
durin|during
ernest|earnest
ecstacy|ecstasy
effectinge|effecting
affeminate|effeminate
effervesent|effervescent
effeciency|efficiency
eisenhhower|eisenhower
eligble|eligible
elliminate|eliminate
illiminate|eliminate
embarass|embarrass
embarassment|embarrassment
embarrasment|embarrassment
enclyclopedia|encyclopedia
encylopedia|encyclopedia
endorsment|endorsement
emeny|enemy
egnineers|engineers
enlargd|enlarged
enterteyned|entertained
equipt|equipped
equivelant|equivalent
estimed|esteemed
evrey|every
exagerate|exaggerate
exageration|exaggeration
examiantion|examination
examinin|examining
excelence|excellence
excercises|exercises
exhilirating|exhilarating
exorted|exhorted
existance|existence
exhorbitant|exorbitant
experiance|experience
explisitly|explicitly
exquiset|exquisite
exqusite|exquisite
eying|eyeing
facilatate|facilitate
facinating|fascinating
fatiging|fatiguing
feare|fear
febuary|february
fictitous|fictitious
fiedler|fielder
firey|fiery
fieghting|fighting
philipinoes|filipinos
filthness|filthiness
finaly|finally
flamable|flammable
florished|flourished
foriegn|foreign
fortright|forthright
fourty|forty
foxx|fox
frescoes|frescos
freind|friend
fullfil|fulfill
fundemental|fundamental
fundementally|fundamentally
gardner|gardener
guage|gauge
generousity|generosity
genious|genius
gastly|ghastly
knawing|gnawing
gonne|gone
goverment|government
grabbin|grabbing
grammer|grammar
grammophon|gramophone
granduer|grandeur
greatful|grateful
grievious|grievous
grille|grill
gaurantee|guarantee
guarenteed|guaranteed
gaurdian|guardian
guardien|guardian
gutteral|guttural
hammerskjold|hammarskjold
hande|hand
hankerchief|handkerchief
hansome|handsome
harrass|harass
haveing|having
heartrendering|heartrending
heighth|height
hienous|heinous
hemorrage|hemorrhage
heydey|heyday
himselfe|himself
hinderance|hindrance
hinderence|hindrance
humly|humbly
huricane|hurricane
hygeine|hygiene
indentified|identified
idiocyncracy|idiosyncrasy
imaganation|imagination
imagnation|imagination
immitation|imitation
immediatley|immediately
immencely|immensely
immensly|immensely
impedence|impedance
impressario|impresario
insense|incense
incesant|incessant
incidently|incidentally
incompatability|incompatibility
inconvience|inconvenience
incorigible|incorrigible
incredable|incredible
indefinate|indefinite
independance|independence
inditement|indictment
indispensible|indispensable
inevitible|inevitable
infalable|infallible
infinate|infinite
ingratitoode|ingratitude
inocuous|innocuous
innoculate|inoculate
insistance|insistence
instantanous|instantaneous
insted|instead
intersede|intercede
interferred|interfered
intereference|interference
interupted|interrupted
invarably|invariably
irrevelant|irrelevant
irrepairable|irreparable
irristible|irresistible
itimized|itemized
jacknife|jackknife
jagaur|jaguar
japaneze|japanese
jaundise|jaundice
jelousy|jealousy
jeprodise|jeopardize
judgement|judgment
kaleidescope|kaleidoscope
kaliedoscope|kaleidoscope
kapock|kapok
kahki|khaki
kimona|kimono
kindergarden|kindergarten
kitchin|kitchen
knicknacks|knickknacks
labelled|labeled
labortory|laboratory
labratory|laboratory
langauge|language
leaway|leeway
leasure|leisure
liesure|leisure
levelled|leveled
libary|library
libray|library
lisence|license
leutenant|lieutenant
linolium|linoleum
liquified|liquefied
liquify|liquefy
livlihood|livelihood
loadstone|lodestone
lodgement|lodgment
lonley|lonely
magnificant|magnificent
magnificient|magnificent
magnigicient|magnificent
maintainance|maintenance
mamoth|mammoth
managment|management
manuveur|maneuver
manufacturies|manufactories
masterpice|masterpiece
materiel|material
mathamatics|mathematics
mathmatics|mathematics
matress|mattress
mattres|mattress
mauldin|maudlin
ment|meant
medecine|medicine
meetin|meeting
mercanery|mercenary
merchandize|merchandise
merchantment|merchantmen
meterological|meteorological
metropolitian|metropolitan
millionnaire|millionaire
minature|miniature
miscelaneous|miscellaneous
mischievious|mischievous
mocassins|moccasins
momentus|momentous
morgage|mortgage
mortgauged|mortgaged
murmers|murmurs
musnt|mustnt
mutalate|mutilate
mithical|mythical
nadar|nadir
naphta|naphtha
naptha|naphtha
narative|narrative
naturaly|naturally
navagating|navigating
necessarially|necessarily
necessarilly|necessarily
neccesary|necessary
niagra|niagara
nickle|nickel
nigardly|niggardly
nintieth|ninetieth
nintynineth|ninetyninth
nocternal|nocturnal
nonsence|nonsense
nothwithstanding|notwithstanding
nowdays|nowadays
obliggato|obbligato
obdirate|obdurate
ocassion|occasion
ocassionaly|occasionally
occasionly|occasionally
occassionally|occasionally
occured|occurred
occurence|occurrence
octapus|octopus
oddysey|odyssey
omenous|ominous
ommision|omission
onirous|onerous
oppurtunities|opportunities
oposition|opposition
oppresser|oppressor
opticion|optician
optitian|optician
orotario|oratorio
ochestra|orchestra
ordinarilly|ordinarily
origen|origin
orginally|originally
origionally|originally
owne|own
paine|pain
pamphalet|pamphlet
pamplet|pamphlet
phamplet|pamphlet
pamplets|pamphlets
phamplets|pamphlets
parellel|parallel
parallysis|paralysis
parephernalia|paraphernalia
parenthasis|parenthesis
participal|participle
pasttime|pastime
paster|pastor
paternaty|paternity
pavillion|pavilion
peasent|peasant
pecular|peculiar
pennance|penance
pendelum|pendulum
pengiuns|penguins
peninsular|peninsula
penitentary|penitentiary
percieve|perceive
preforation|perforation
permisable|permissible
permissable|permissible
perserverance|perseverance
perseverence|perseverance
personality|personalty
persperation|perspiration
pursuade|persuade
pursuaded|persuaded
persausion|persuasion
pertaning|pertaining
prevaded|pervaded
pharoahs|pharaohs
fase|phase
faze|phase
phenominal|phenomenal
phenonenon|phenomenon
phillipines|philippines
phisician|physician
physcian|physician
physican|physician
pickeral|pickerel
picnicing|picnicking
pittsburg|pittsburgh
plaigarism|plagiarism
placque|plaque
playwrite|playwright
plesant|pleasant
poetrie|poetry
poisenous|poisonous
pondorous|ponderous
posess|possess
posession|possession
possesion|possession
posiblities|possibilities
possiblities|possibilities
prarie|prairie
preceeding|preceding
presipice|precipice
